1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
0.0,0.0,0.0,0.0,0.0,0.0017652250661959403,0.0,0.0,0.0,0.0,0.00558659217877095,1.0,0.03333333333333333,0.014285714285714285,0.015384615384615385,0.05555555555555555,0.012987012987012988,0.0,1.0,0.0,0.0,0.0,0.010204081632653062,0.0,0.007352941176470588,0.014492753623188406,0.010395010395010396,0.020202020202020204,0.04915514592933948,0.33333333333333337,0.007016036655211913,0.007076834199884459,0.00881057268722467,1.0,0.03076923076923077,0.05813953488372093,0.10956175298804781,0.0,0.0029850746268656717,1.0,0.5,0.00299625468164794,0.003496503496503497,0.003496503496503497,0.019,0.019278435692646655,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.009259259259259259,0.011204481792717087,0.0,0.0,0.0,0.0,0.013227513227513227,0.0,0.0,0.0,0.0,0.015873015873015872,0.012578616352201259,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0017652250661959403,0.0,0.0,0.0,0.0,0.00558659217877095,1.0,0.03333333333333333,0.014285714285714285,0.015384615384615385,0.05555555555555555,0.012987012987012988,0.0,1.0,0.0,0.0,0.0,0.010204081632653062,0.0,0.007352941176470588,0.014492753623188406,0.010395010395010396,0.020202020202020204,0.04915514592933948,0.33333333333333337,0.007016036655211913,0.007076834199884459,0.00881057268722467,1.0,0.03076923076923077,0.05813953488372093,0.10956175298804781,0.0,0.0029850746268656717,1.0,0.5,0.00299625468164794,0.003496503496503497,0.003496503496503497,0.019,0.019278435692646655,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.009259259259259259,0.011204481792717087,0.0,0.0,0.0,0.0,0.013227513227513227,0.0,0.0,0.0,0.0,0.015873015873015872,0.012578616352201259,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0035304501323918805,0.0,0.0,0.013513513513513514,0.0,0.0111731843575419,0.0,0.03333333333333333,0.014285714285714285,0.0,0.0,0.012987012987012988,0.0,1.0,0.0,0.0,0.0,0.010204081632653062,0.0,0.007352941176470588,0.014492753623188406,0.010395010395010396,0.020202020202020204,0.04915514592933948,0.33333333333333337,0.007016036655211913,0.007076834199884459,0.00881057268722467,1.0,0.03076923076923077,0.05813953488372093,0.10956175298804781,0.0,0.0029850746268656717,1.0,0.5,0.00299625468164794,0.003496503496503497,0.003496503496503497,0.019,0.019278435692646655,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.009259259259259259,0.011204481792717087,0.0,0.0,0.0,0.0,0.013227513227513227,0.0,0.0,0.0,0.0,0.015873015873015872,0.012578616352201259,0.0,0.0,0.0
0.0,0.024096385542168676,0.07142857142857142,0.0,0.1,0.008826125330979701,0.004048582995951417,0.0,0.02027027027027027,0.0,0.02793296089385475,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.010204081632653062,0.0,0.007352941176470588,0.014492753623188406,0.010395010395010396,0.020202020202020204,0.04915514592933948,0.33333333333333337,0.007016036655211913,0.007076834199884459,0.00881057268722467,1.0,0.03076923076923077,0.05813953488372093,0.10956175298804781,0.0,0.0029850746268656717,1.0,0.5,0.00299625468164794,0.003496503496503497,0.003496503496503497,0.019,0.019278435692646655,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.009259259259259259,0.011204481792717087,0.0,0.0,0.0,0.0,0.013227513227513227,0.0,0.0,0.0,0.0,0.015873015873015872,0.012578616352201259,0.0,0.0,0.0
0.0,0.024096385542168676,0.07142857142857142,0.0,0.1,0.008826125330979701,0.004048582995951417,0.0,0.02027027027027027,0.0,0.02793296089385475,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.010204081632653062,0.0,0.007352941176470588,0.014492753623188406,0.010395010395010396,0.020202020202020204,0.04915514592933948,0.33333333333333337,0.007016036655211913,0.007076834199884459,0.00881057268722467,1.0,0.03076923076923077,0.05813953488372093,0.10956175298804781,0.0,0.0029850746268656717,1.0,0.5,0.00299625468164794,0.003496503496503497,0.003496503496503497,0.019,0.019278435692646655,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.009259259259259259,0.011204481792717087,0.0,0.0,0.0,0.0,0.013227513227513227,0.0,0.0,0.0,0.0,0.015873015873015872,0.012578616352201259,0.0,0.0,0.0
0.0,0.024096385542168676,0.07142857142857142,0.0,0.1,0.008826125330979701,0.004048582995951417,0.0,0.02027027027027027,0.0,0.02793296089385475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010204081632653062,0.0,0.007352941176470588,0.014492753623188406,0.010395010395010396,0.020202020202020204,0.04915514592933948,0.33333333333333337,0.007016036655211913,0.007076834199884459,0.00881057268722467,1.0,0.03076923076923077,0.05813953488372093,0.10956175298804781,0.0,0.0029850746268656717,1.0,0.5,0.00299625468164794,0.003496503496503497,0.003496503496503497,0.019,0.019278435692646655,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.009259259259259259,0.011204481792717087,0.0,0.0,0.0,0.0,0.013227513227513227,0.0,0.0,0.0,0.0,0.015873015873015872,0.012578616352201259,0.0,0.0,0.0
0.0,0.060240963855421686,0.14285714285714285,0.0,0.20000000000000004,0.02471315092674316,0.016194331983805668,0.0,0.05405405405405406,0.0,0.0670391061452514,0.285714,0.03333333333333333,0.04285714285714286,0.03076923076923077,0.0,0.03896103896103896,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.012254901960784314,0.014492753623188406,0.0,0.030303030303030304,0.04915514592933948,0.33333333333333337,0.00429553264604811,0.004332755632582322,0.013215859030837006,1.0,0.046153846153846156,0.06976744186046512,0.10159362549800796,0.0,0.0014925373134328358,0.0,0.25,0.00149812734082397,0.027972027972027975,0.027972027972027975,0.019,0.019278435692646655,0.0,0.007774549817104009,0.014256619144602852,0.0,0.005188067444876782,0.0,0.0004645640840344814,0.0006198859409868585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031914893617021274,0.0,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026455026455026454,0.0020964360587002098,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0017652250661959403,0.0,0.0,0.013513513513513514,0.0,0.0111731843575419,0.0,0.03333333333333333,0.014285714285714285,0.0,0.0,0.012987012987012988,0.0,1.0,0.0,0.0,0.0,0.006122448979591837,0.0,0.0,0.014492753623188406,0.006237006237006237,0.0,0.02304147465437788,0.5,0.0018613974799541809,0.0018775274407856729,0.01762114537444934,1.0,0.0,0.011627906976744186,0.01593625498007968,0.0,0.001119402985074627,0.0,1.0,0.0011235955056179776,0.0,0.0,0.007,0.02698980996970532,0.058823529411764705,0.03056891826725162,0.02179226069246436,0.005263157894736842,0.0,0.003436426116838488,0.0,0.0,0.010942962934293199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.010582010582010581,0.0,0.0,0.5,0.0
0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0017652250661959403,0.0,0.0,0.02702702702702703,0.0,0.0223463687150838,0.0,0.03333333333333333,0.014285714285714285,0.0,0.0,0.012987012987012988,0.0,1.0,0.0,0.0,0.0,0.006122448979591837,0.0,0.0,0.014492753623188406,0.006237006237006237,0.0,0.02304147465437788,0.5,0.0018613974799541809,0.0018775274407856729,0.01762114537444934,1.0,0.0,0.011627906976744186,0.01593625498007968,0.0,0.001119402985074627,0.0,1.0,0.0011235955056179776,0.0,0.0,0.007,0.02698980996970532,0.058823529411764705,0.03056891826725162,0.02179226069246436,0.005263157894736842,0.0,0.003436426116838488,0.0,0.0,0.010942962934293199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.010582010582010581,0.0,0.0,0.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0017652250661959403,0.0,0.0,0.013513513513513514,0.0,0.0111731843575419,0.0,0.03333333333333333,0.014285714285714285,0.0,0.0,0.012987012987012988,0.0,1.0,0.0,0.0,0.0,0.006122448979591837,0.0,0.0,0.014492753623188406,0.006237006237006237,0.0,0.02304147465437788,0.5,0.0018613974799541809,0.0018775274407856729,0.01762114537444934,1.0,0.0,0.011627906976744186,0.01593625498007968,0.0,0.001119402985074627,0.0,1.0,0.0011235955056179776,0.0,0.0,0.007,0.02698980996970532,0.058823529411764705,0.03056891826725162,0.02179226069246436,0.005263157894736842,0.0,0.003436426116838488,0.0,0.0,0.010942962934293199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.010582010582010581,0.0,0.0,0.5,0.0
